quarter,year,day,start_of_year,start_of_monthj,start_of_quarter,date,start_of_week,day_of_week,month_name
2012-10-24 00:00:00.000,24,Wednesday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-22 00:00:00.000
2012-10-25 00:00:00.000,25,Thursday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-22 00:00:00.000
2012-10-26 00:00:00.000,26,Friday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-22 00:00:00.000
2012-10-27 00:00:00.000,27,Saturday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-22 00:00:00.000
2012-10-28 00:00:00.000,28,Sunday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-22 00:00:00.000
2012-10-29 00:00:00.000,29,Monday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-29 00:00:00.000
2012-10-30 00:00:00.000,30,Tuesday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-29 00:00:00.000
2012-10-31 00:00:00.000,31,Wednesday,Oct,4,2012,2012-01-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-29 00:00:00.000
2012-11-01 00:00:00.000,1,Thursday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-29 00:00:00.000
2012-11-02 00:00:00.000,2,Friday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-29 00:00:00.000
2012-11-03 00:00:00.000,3,Saturday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-29 00:00:00.000
2012-11-04 00:00:00.000,4,Sunday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-10-29 00:00:00.000
2012-11-05 00:00:00.000,5,Monday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-05 00:00:00.000
2012-11-06 00:00:00.000,6,Tuesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-05 00:00:00.000
2012-11-07 00:00:00.000,7,Wednesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-05 00:00:00.000
2012-11-08 00:00:00.000,8,Thursday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-05 00:00:00.000
2012-11-09 00:00:00.000,9,Friday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-05 00:00:00.000
2012-11-10 00:00:00.000,10,Saturday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-05 00:00:00.000
2012-11-11 00:00:00.000,11,Sunday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-05 00:00:00.000
2012-11-12 00:00:00.000,12,Monday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-12 00:00:00.000
2012-11-13 00:00:00.000,13,Tuesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-12 00:00:00.000
2012-11-14 00:00:00.000,14,Wednesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-12 00:00:00.000
2012-11-15 00:00:00.000,15,Thursday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-12 00:00:00.000
2012-11-16 00:00:00.000,16,Friday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-12 00:00:00.000
2012-11-17 00:00:00.000,17,Saturday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-12 00:00:00.000
2012-11-18 00:00:00.000,18,Sunday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-12 00:00:00.000
2012-11-19 00:00:00.000,19,Monday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-19 00:00:00.000
2012-11-20 00:00:00.000,20,Tuesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-19 00:00:00.000
2012-11-21 00:00:00.000,21,Wednesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-19 00:00:00.000
2012-11-22 00:00:00.000,22,Thursday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-19 00:00:00.000
2012-11-23 00:00:00.000,23,Friday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-19 00:00:00.000
2012-11-24 00:00:00.000,24,Saturday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-19 00:00:00.000
2012-11-25 00:00:00.000,25,Sunday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-19 00:00:00.000
2012-11-26 00:00:00.000,26,Monday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-26 00:00:00.000
2012-11-27 00:00:00.000,27,Tuesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-26 00:00:00.000
2012-11-28 00:00:00.000,28,Wednesday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-26 00:00:00.000
2012-11-29 00:00:00.000,29,Thursday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-26 00:00:00.000
2012-11-30 00:00:00.000,30,Friday,Nov,4,2012,2012-01-01 00:00:00.000,2012-11-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-26 00:00:00.000
2012-12-01 00:00:00.000,1,Saturday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-26 00:00:00.000
2012-12-02 00:00:00.000,2,Sunday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-11-26 00:00:00.000
2012-12-03 00:00:00.000,3,Monday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-03 00:00:00.000
2012-12-04 00:00:00.000,4,Tuesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-03 00:00:00.000
2012-12-05 00:00:00.000,5,Wednesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-03 00:00:00.000
2012-12-06 00:00:00.000,6,Thursday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-03 00:00:00.000
2012-12-07 00:00:00.000,7,Friday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-03 00:00:00.000
2012-12-08 00:00:00.000,8,Saturday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-03 00:00:00.000
2012-12-09 00:00:00.000,9,Sunday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-03 00:00:00.000
2012-12-10 00:00:00.000,10,Monday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-10 00:00:00.000
2012-12-11 00:00:00.000,11,Tuesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-10 00:00:00.000
2012-12-12 00:00:00.000,12,Wednesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-10 00:00:00.000
2012-12-13 00:00:00.000,13,Thursday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-10 00:00:00.000
2012-12-14 00:00:00.000,14,Friday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-10 00:00:00.000
2012-12-15 00:00:00.000,15,Saturday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-10 00:00:00.000
2012-12-16 00:00:00.000,16,Sunday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-10 00:00:00.000
2012-12-17 00:00:00.000,17,Monday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-17 00:00:00.000
2012-12-18 00:00:00.000,18,Tuesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-17 00:00:00.000
2012-12-19 00:00:00.000,19,Wednesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-17 00:00:00.000
2012-12-20 00:00:00.000,20,Thursday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-17 00:00:00.000
2012-12-21 00:00:00.000,21,Friday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-17 00:00:00.000
2012-12-22 00:00:00.000,22,Saturday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-17 00:00:00.000
2012-12-23 00:00:00.000,23,Sunday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-17 00:00:00.000
2012-12-24 00:00:00.000,24,Monday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-24 00:00:00.000
2012-12-25 00:00:00.000,25,Tuesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-24 00:00:00.000
2012-12-26 00:00:00.000,26,Wednesday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-24 00:00:00.000
2012-12-27 00:00:00.000,27,Thursday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-24 00:00:00.000
2012-12-28 00:00:00.000,28,Friday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-24 00:00:00.000
2012-12-29 00:00:00.000,29,Saturday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-24 00:00:00.000
2012-12-30 00:00:00.000,30,Sunday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-24 00:00:00.000
2012-12-31 00:00:00.000,31,Monday,Dec,4,2012,2012-01-01 00:00:00.000,2012-12-01 00:00:00.000,2012-10-01 00:00:00.000,2012-12-31 00:00:00.000
2013-01-01 00:00:00.000,1,Tuesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2012-12-31 00:00:00.000
2013-01-02 00:00:00.000,2,Wednesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2012-12-31 00:00:00.000
2013-01-03 00:00:00.000,3,Thursday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2012-12-31 00:00:00.000
2013-01-04 00:00:00.000,4,Friday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2012-12-31 00:00:00.000
2013-01-05 00:00:00.000,5,Saturday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2012-12-31 00:00:00.000
2013-01-06 00:00:00.000,6,Sunday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2012-12-31 00:00:00.000
2013-01-07 00:00:00.000,7,Monday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-07 00:00:00.000
2013-01-08 00:00:00.000,8,Tuesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-07 00:00:00.000
2013-01-09 00:00:00.000,9,Wednesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-07 00:00:00.000
2013-01-10 00:00:00.000,10,Thursday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-07 00:00:00.000
2013-01-11 00:00:00.000,11,Friday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-07 00:00:00.000
2013-01-12 00:00:00.000,12,Saturday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-07 00:00:00.000
2013-01-13 00:00:00.000,13,Sunday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-07 00:00:00.000
2013-01-14 00:00:00.000,14,Monday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-14 00:00:00.000
2013-01-15 00:00:00.000,15,Tuesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-14 00:00:00.000
2013-01-16 00:00:00.000,16,Wednesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-14 00:00:00.000
2013-01-17 00:00:00.000,17,Thursday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-14 00:00:00.000
2013-01-18 00:00:00.000,18,Friday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-14 00:00:00.000
2013-01-19 00:00:00.000,19,Saturday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-14 00:00:00.000
2013-01-20 00:00:00.000,20,Sunday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-14 00:00:00.000
2013-01-21 00:00:00.000,21,Monday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-21 00:00:00.000
2013-01-22 00:00:00.000,22,Tuesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-21 00:00:00.000
2013-01-23 00:00:00.000,23,Wednesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-21 00:00:00.000
2013-01-24 00:00:00.000,24,Thursday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-21 00:00:00.000
2013-01-25 00:00:00.000,25,Friday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-21 00:00:00.000
2013-01-26 00:00:00.000,26,Saturday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-21 00:00:00.000
2013-01-27 00:00:00.000,27,Sunday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-21 00:00:00.000
2013-01-28 00:00:00.000,28,Monday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-28 00:00:00.000
2013-01-29 00:00:00.000,29,Tuesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-28 00:00:00.000
2013-01-30 00:00:00.000,30,Wednesday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-28 00:00:00.000
2013-01-31 00:00:00.000,31,Thursday,Jan,1,2013,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-28 00:00:00.000
2013-02-01 00:00:00.000,1,Friday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-28 00:00:00.000
2013-02-02 00:00:00.000,2,Saturday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-28 00:00:00.000
2013-02-03 00:00:00.000,3,Sunday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-01-28 00:00:00.000
2013-02-04 00:00:00.000,4,Monday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-04 00:00:00.000
2013-02-05 00:00:00.000,5,Tuesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-04 00:00:00.000
2013-02-06 00:00:00.000,6,Wednesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-04 00:00:00.000
2013-02-07 00:00:00.000,7,Thursday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-04 00:00:00.000
2013-02-08 00:00:00.000,8,Friday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-04 00:00:00.000
2013-02-09 00:00:00.000,9,Saturday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-04 00:00:00.000
2013-02-10 00:00:00.000,10,Sunday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-04 00:00:00.000
2013-02-11 00:00:00.000,11,Monday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-11 00:00:00.000
2013-02-12 00:00:00.000,12,Tuesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-11 00:00:00.000
2013-02-13 00:00:00.000,13,Wednesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-11 00:00:00.000
2013-02-14 00:00:00.000,14,Thursday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-11 00:00:00.000
2013-02-15 00:00:00.000,15,Friday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-11 00:00:00.000
2013-02-16 00:00:00.000,16,Saturday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-11 00:00:00.000
2013-02-17 00:00:00.000,17,Sunday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-11 00:00:00.000
2013-02-18 00:00:00.000,18,Monday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-18 00:00:00.000
2013-02-19 00:00:00.000,19,Tuesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-18 00:00:00.000
2013-02-20 00:00:00.000,20,Wednesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-18 00:00:00.000
2013-02-21 00:00:00.000,21,Thursday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-18 00:00:00.000
2013-02-22 00:00:00.000,22,Friday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-18 00:00:00.000
2013-02-23 00:00:00.000,23,Saturday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-18 00:00:00.000
2013-02-24 00:00:00.000,24,Sunday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-18 00:00:00.000
2013-02-25 00:00:00.000,25,Monday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-25 00:00:00.000
2013-02-26 00:00:00.000,26,Tuesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-25 00:00:00.000
2013-02-27 00:00:00.000,27,Wednesday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-25 00:00:00.000
2013-02-28 00:00:00.000,28,Thursday,Feb,1,2013,2013-01-01 00:00:00.000,2013-02-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-25 00:00:00.000
2013-03-01 00:00:00.000,1,Friday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-25 00:00:00.000
2013-03-02 00:00:00.000,2,Saturday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-25 00:00:00.000
2013-03-03 00:00:00.000,3,Sunday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-02-25 00:00:00.000
2013-03-04 00:00:00.000,4,Monday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-04 00:00:00.000
2013-03-05 00:00:00.000,5,Tuesday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-04 00:00:00.000
2013-03-06 00:00:00.000,6,Wednesday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-04 00:00:00.000
2013-03-07 00:00:00.000,7,Thursday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-04 00:00:00.000
2013-03-08 00:00:00.000,8,Friday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-04 00:00:00.000
2013-03-09 00:00:00.000,9,Saturday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-04 00:00:00.000
2013-03-10 00:00:00.000,10,Sunday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-04 00:00:00.000
2013-03-11 00:00:00.000,11,Monday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-11 00:00:00.000
2013-03-12 00:00:00.000,12,Tuesday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-11 00:00:00.000
2013-03-13 00:00:00.000,13,Wednesday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-11 00:00:00.000
2013-03-14 00:00:00.000,14,Thursday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-11 00:00:00.000
2013-03-15 00:00:00.000,15,Friday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-11 00:00:00.000
2013-03-16 00:00:00.000,16,Saturday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-11 00:00:00.000
2013-03-17 00:00:00.000,17,Sunday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-11 00:00:00.000
2013-03-18 00:00:00.000,18,Monday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-18 00:00:00.000
2013-03-19 00:00:00.000,19,Tuesday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-18 00:00:00.000
2013-03-20 00:00:00.000,20,Wednesday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-18 00:00:00.000
2013-03-21 00:00:00.000,21,Thursday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-18 00:00:00.000
2013-03-22 00:00:00.000,22,Friday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-18 00:00:00.000
2013-03-23 00:00:00.000,23,Saturday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-18 00:00:00.000
2013-03-24 00:00:00.000,24,Sunday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-18 00:00:00.000
2013-03-25 00:00:00.000,25,Monday,Mar,1,2013,2013-01-01 00:00:00.000,2013-03-01 00:00:00.000,2013-01-01 00:00:00.000,2013-03-25 00:00:00.000
